,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,jpg_url,dog_list,confidence_level,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
14,687664829264453632,2016-01-14 15:57:26+00:00,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake. 11/10 https://t.co/IAt3jRZ5ez,11.0,10.0,Opal,,https://pbs.twimg.com/media/CYsTg1XUsAEPjxE.jpg,pug,0.957365,1902,502,8855832,17,Twitter for iPhone,Original tweet,https://t.co/IAt3jRZ5ez
15,687807801670897665,2016-01-15 01:25:33+00:00,Meet Trooper &amp; Maya. Trooper protects Maya from bad things like dognappers and Comcast. So touching. 11/10 for both https://t.co/c98k1IoZKy,11.0,10.0,Trooper,,https://pbs.twimg.com/media/CYuVi9pWwAAbOGC.jpg,Staffordshire_bullterrier,0.151113,2357,702,8855832,17,Twitter for iPhone,Original tweet,https://t.co/c98k1IoZKy
16,687826841265172480,2016-01-15 02:41:12+00:00,This is Louis. He's a rollercoaster of emotions. Incalculably fluffy. 12/10 would pet firmly https://t.co/17RGvOZO9P,12.0,10.0,Louis,,https://pbs.twimg.com/media/CYum3KbWEAArFrI.jpg,Pomeranian,0.99721,2707,1099,8855832,17,Twitter for iPhone,Original tweet,https://t.co/17RGvOZO9P
17,685906723014619143,2016-01-09 19:31:20+00:00,This is Olive. He's stuck in a sleeve. 9/10 damn it Olive https://t.co/NnLjg6BgyF,9.0,10.0,Olive,,https://pbs.twimg.com/media/CYTUhn7WkAEXocW.jpg,Yorkshire_terrier,0.414963,7364,2804,8855832,17,Twitter for iPhone,Original tweet,https://t.co/NnLjg6BgyF
18,685663452032069632,2016-01-09 03:24:40+00:00,"Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM",12.0,10.0,Brooks,,https://pbs.twimg.com/ext_tw_video_thumb/685663358637486080/pu/img/3cXSHFZAgJQ_dDCf.jpg,Chesapeake_Bay_retriever,0.171174,3175,1422,8855832,17,Twitter for iPhone,Original tweet,https://t.co/AcVWe39nmM
19,685532292383666176,2016-01-08 18:43:29+00:00,"For the last time, WE. DO. NOT. RATE. BULBASAUR. We only rate dogs. Please only send dogs. Thank you ...9/10 https://t.co/GboDG8WhJG",9.0,10.0,,,https://pbs.twimg.com/media/CYN_-6iW8AQhPu2.jpg,collie,0.0958052,2982,1136,8855832,17,Twitter for iPhone,Original tweet,https://t.co/GboDG8WhJG
20,683849932751646720,2016-01-04 03:18:23+00:00,This is Jiminy. He's not the brightest dog. Needs to lay off the kibble. 5/10 still petable https://t.co/omln4LOy1x,5.0,10.0,Jiminy,,https://pbs.twimg.com/media/CX2F4qNUQAAR6Cm.jpg,Mexican_hairless,0.164906,2561,934,8855833,17,Twitter for iPhone,Original tweet,https://t.co/omln4LOy1x
21,683852578183077888,2016-01-04 03:28:54+00:00,"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good) 10/10 good dog https://t.co/Yei0HzS3JN",10.0,10.0,Tiger,,https://pbs.twimg.com/media/CX2ISqSWYAAEtCF.jpg,toy_poodle,0.5513520000000001,1902,339,8855833,17,Twitter for iPhone,Original tweet,https://t.co/Yei0HzS3JN
22,683857920510050305,2016-01-04 03:50:08+00:00,Meet Sadie. She fell asleep on the beach and her friends buried her. 10/10 can't trust fellow puppers these days https://t.co/LoKVvc1xAW,10.0,10.0,Sadie,,https://pbs.twimg.com/media/CX2NJmRWYAAxz_5.jpg,bluetick,0.174738,3737,1097,8855833,17,Twitter for iPhone,Original tweet,https://t.co/LoKVvc1xAW
23,684097758874210310,2016-01-04 19:43:10+00:00,Say hello to Lupe. This is how she sleeps. 10/10 impressive really https://t.co/Fz6iZWlk8C,10.0,10.0,Lupe,,https://pbs.twimg.com/media/CX5nR5oWsAAiclh.jpg,Labrador_retriever,0.6278560000000001,4036,1402,8855833,17,Twitter for iPhone,Original tweet,https://t.co/Fz6iZWlk8C
24,684177701129875456,2016-01-05 01:00:50+00:00,This is Kulet. She's very proud of the flower she picked. Loves it dearly. 10/10 now I want a flower https://t.co/myUUwqJIs7,10.0,10.0,Kulet,,https://pbs.twimg.com/media/CX6v_JOWsAE0beZ.jpg,chow,0.334783,1984,652,8855833,17,Twitter for iPhone,Original tweet,https://t.co/myUUwqJIs7
25,684188786104872960,2016-01-05 01:44:52+00:00,"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA",10.0,10.0,,,https://pbs.twimg.com/media/CX66EiJWkAAVjA-.jpg,kelpie,0.537782,3432,1142,8855833,17,Twitter for iPhone,Original tweet,https://t.co/e0gbl9VFpA
26,684195085588783105,2016-01-05 02:09:54+00:00,This is Tino. He really likes corndogs. 9/10 https://t.co/cUxGtnBfc2,9.0,10.0,Tino,,https://pbs.twimg.com/media/CX6_y6OU0AAl3v2.jpg,Chihuahua,0.379365,1870,498,8855832,17,Twitter for iPhone,Original tweet,https://t.co/cUxGtnBfc2
27,684222868335505415,2016-01-05 04:00:18+00:00,Someone help the girl is being mugged. Several are distracting her while two steal her shoes. Clever puppers 121/110 https://t.co/1zfnTJLt55,121.0,110.0,,,https://pbs.twimg.com/media/CX7Y_ByWwAEJdUy.jpg,soft-coated_wheaten_terrier,0.7911819999999999,3753,1332,8855832,17,Twitter for iPhone,Original tweet,https://t.co/1zfnTJLt55
28,684225744407494656,2016-01-05 04:11:44+00:00,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3",143.0,130.0,,,https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,golden_retriever,0.203249,1208,202,8855832,17,Twitter for iPhone,Original tweet,https://t.co/kRK51Y5ac3
29,684241637099323392,2016-01-05 05:14:53+00:00,This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94,12.0,10.0,Obi,,https://pbs.twimg.com/media/CX7qIcdWcAELJ7N.jpg,Pembroke,0.508498,7969,3195,8855832,17,Twitter for iPhone,Original tweet,https://t.co/feiPiq7z94
30,684460069371654144,2016-01-05 19:42:51+00:00,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju,10.0,10.0,Jeph,,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,Labrador_retriever,0.673691,1932,545,8855832,17,Twitter for iPhone,Original tweet,https://t.co/bicyOV6lju
31,688064179421470721,2016-01-15 18:24:18+00:00,This is Kilo. He's a Pouncing Brioche. Really likes snow. 11/10 https://t.co/GS76SfkraY,11.0,10.0,Kilo,,https://pbs.twimg.com/media/CYx-tGaUoAAEXV8.jpg,Eskimo_dog,0.240602,1706,353,8855832,17,Twitter for iPhone,Original tweet,https://t.co/GS76SfkraY
32,684481074559381504,2016-01-05 21:06:19+00:00,Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations. 10/10 would keep in pocket https://t.co/nBtDeZ4yAb,10.0,10.0,Pippa,,https://pbs.twimg.com/media/CX_D6AJWwAAnBIw.jpg,Chihuahua,0.93781,3814,1146,8855832,17,Twitter for iPhone,Original tweet,https://t.co/nBtDeZ4yAb
33,684594889858887680,2016-01-06 04:38:35+00:00,"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu",10.0,10.0,,,https://pbs.twimg.com/media/CYAra7JWsAACPZH.jpg,Weimaraner,0.948688,8753,3433,8855832,17,Twitter for iPhone,Original tweet,https://t.co/uhQNehTpIu
34,684800227459624960,2016-01-06 18:14:31+00:00,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy,11.0,10.0,Theodore,,https://pbs.twimg.com/media/CYDmK7ZVAAI_ylL.jpg,miniature_schnauzer,0.294457,2688,981,8855832,17,Twitter for iPhone,Original tweet,https://t.co/J3Ld4fRbSy
35,684902183876321280,2016-01-07 00:59:40+00:00,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,11.0,10.0,Perry,,https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,Pembroke,0.708034,1828,516,8855832,17,Twitter for iPhone,Original tweet,https://t.co/JVvIrUmTkR
36,684914660081053696,2016-01-07 01:49:14+00:00,"""Hello yes I'll just get one of each color thanks"" 12/10 for all https://t.co/AMDsllQs7a",12.0,10.0,,,https://pbs.twimg.com/media/CYFOP6cWEAAWp-k.jpg,chow,0.261288,3448,1418,8855832,17,Twitter for iPhone,Original tweet,https://t.co/AMDsllQs7a
37,684926975086034944,2016-01-07 02:38:10+00:00,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4,11.0,10.0,Bruiser,,https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,Labrador_retriever,0.769412,3424,454,8855832,17,Twitter for iPhone,Original tweet,https://t.co/PEXHuvSVD4
38,684940049151070208,2016-01-07 03:30:07+00:00,This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL,12.0,10.0,Oreo,,https://pbs.twimg.com/media/CYFlVUFWwAAEsWX.jpg,Border_collie,0.665578,3155,1019,8855832,17,Twitter for iPhone,Original tweet,https://t.co/zNeLxJeAoL
39,685198997565345792,2016-01-07 20:39:06+00:00,This is Alfie. That is his time machine. He's very proud of it. Without him life as we know it would not exist 11/10 https://t.co/530Yfbl5xo,11.0,10.0,Alfie,,https://pbs.twimg.com/media/CYJQxvJW8AAkkws.jpg,Old_English_sheepdog,0.00967138,2297,653,8855832,17,Twitter for iPhone,Original tweet,https://t.co/530Yfbl5xo
40,685315239903100929,2016-01-08 04:21:00+00:00,I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo,11.0,10.0,,,https://pbs.twimg.com/media/CYK6kf0WMAAzP-0.jpg,chow,0.470162,3239,1017,8855832,17,Twitter for iPhone,Original tweet,https://t.co/QIe7oxkSNo
41,685321586178670592,2016-01-08 04:46:13+00:00,This is Rocky. He sleeps like a psychopath. 10/10 quality tongue slip https://t.co/MbgG95mUdu,10.0,10.0,Rocky,,https://pbs.twimg.com/media/CYLAWFMWMAEcRzb.jpg,Boston_bull,0.972483,2602,622,8855832,17,Twitter for iPhone,Original tweet,https://t.co/MbgG95mUdu
42,684538444857667585,2016-01-06 00:54:18+00:00,"After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",12.0,10.0,,,https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,Chihuahua,0.702583,2605,926,8855832,17,Twitter for iPhone,Original tweet,https://t.co/IKoRK4yoxV
43,683773439333797890,2016-01-03 22:14:26+00:00,This is Buddy. He's gaining strength. Currently an F4 tornado with wind speeds up to 260mph. Very devastating. 9/10 https://t.co/qipZbshNsR,9.0,10.0,Buddy,,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,miniature_pinscher,0.0728852,3282,1316,8856478,17,Twitter for iPhone,Original tweet,https://t.co/qipZbshNsR
44,688116655151435777,2016-01-15 21:52:49+00:00,Please send dogs. I'm tired of seeing other stuff like this dangerous pirate. We only rate dogs. Thank you... 10/10 https://t.co/YdLytdZOqv,10.0,10.0,,,https://pbs.twimg.com/media/CYyucekVAAESj8K.jpg,pug,0.973819,2783,758,8855832,17,Twitter for iPhone,Original tweet,https://t.co/YdLytdZOqv
45,688385280030670848,2016-01-16 15:40:14+00:00,This is Louis. He's takes top-notch selfies. 12/10 would snapchat with https://t.co/vz2DukO0th,12.0,10.0,Louis,,https://pbs.twimg.com/media/CY2iwGNWUAI5zWi.jpg,golden_retriever,0.900437,9132,4382,8855832,17,Twitter for iPhone,Original tweet,https://t.co/vz2DukO0th
46,690728923253055490,2016-01-23 02:53:03+00:00,This is Vinscent. He was just questioned about his recent credit card spending. 8/10 https://t.co/qOD4G19A2u,8.0,10.0,Vinscent,,https://pbs.twimg.com/media/CZX2SxaXEAEcnR6.jpg,kuvasz,0.422806,2144,509,8855832,17,Twitter for iPhone,Original tweet,https://t.co/qOD4G19A2u
47,690735892932222976,2016-01-23 03:20:44+00:00,Say hello to Peaches. She's a Dingleberry Zanderfloof. 13/10 would caress lots https://t.co/YrhkrTsoTt,13.0,10.0,Peaches,,https://pbs.twimg.com/media/CZX8nyeVAAEstKM.jpg,golden_retriever,0.883229,3715,1240,8855832,17,Twitter for iPhone,Original tweet,https://t.co/YrhkrTsoTt
48,690959652130045952,2016-01-23 18:09:53+00:00,This golden is happy to refute the soft mouth egg test. Not a fan of sweeping generalizations. 11/10 #notallpuppers https://t.co/DgXYBDMM3E,11.0,10.0,,,https://pbs.twimg.com/media/CZbIIM-WkAIPClg.jpg,golden_retriever,0.862964,3517,1218,8855832,17,Twitter for iPhone,Original tweet,https://t.co/DgXYBDMM3E
49,691096613310316544,2016-01-24 03:14:07+00:00,Here we see one dog giving a puptalk to another dog. Both are focused af. Left one has powerful feet. 11/10 for both https://t.co/fUacc13OrW,11.0,10.0,,,https://pbs.twimg.com/media/CZdEq-AUMAAWayR.jpg,borzoi,0.441269,2921,863,8855832,17,Twitter for iPhone,Original tweet,https://t.co/fUacc13OrW
50,691321916024623104,2016-01-24 18:09:23+00:00,This is Molly. She's a Peruvian Niddlewog. Loves her new hat. 11/10 would totally pet https://t.co/g4fiS8A9Ab,11.0,10.0,Molly,,https://pbs.twimg.com/media/CZgRmk0UcAAxeuQ.jpg,Rottweiler,0.508981,2525,644,8855832,17,Twitter for iPhone,Original tweet,https://t.co/g4fiS8A9Ab
51,691444869282295808,2016-01-25 02:17:57+00:00,This is Bailey. She likes flowers. 12/10 https://t.co/YBENhr24FV,12.0,10.0,Bailey,,https://pbs.twimg.com/media/CZiBcJhWQAATXNK.jpg,Bernese_mountain_dog,0.767563,2600,833,8855832,17,Twitter for iPhone,Original tweet,https://t.co/YBENhr24FV
52,691459709405118465,2016-01-25 03:16:56+00:00,Say hello to Leo. He's a Fallopian Puffalope. Precious af. 12/10 would cuddle https://t.co/LZEi0DpRsH,12.0,10.0,Leo,,https://pbs.twimg.com/media/CZiO7mWUEAAa4zo.jpg,Shetland_sheepdog,0.5512060000000001,3978,1119,8855832,17,Twitter for iPhone,Original tweet,https://t.co/LZEi0DpRsH
53,691483041324204033,2016-01-25 04:49:38+00:00,When bae says they can't go out but you see them with someone else that same night. 5/10 &amp; 10/10 for heartbroken pup https://t.co/aenk0KpoWM,5.0,10.0,,,https://pbs.twimg.com/media/CZikKBIWYAA40Az.jpg,bloodhound,0.886232,2345,551,8855832,17,Twitter for iPhone,Original tweet,https://t.co/aenk0KpoWM
54,691675652215414786,2016-01-25 17:35:00+00:00,This is Richie and Plip. They are the best of pals. Do everything together. 10/10 for both https://t.co/KMdwNgONkV,10.0,10.0,Richie,,https://pbs.twimg.com/media/CZlTVL4WkAEpVR5.jpg,Chihuahua,0.182898,1925,498,8855832,17,Twitter for iPhone,Original tweet,https://t.co/KMdwNgONkV
55,691756958957883396,2016-01-25 22:58:05+00:00,"THE BRITISH ARE COMING
THE BRITISH ARE COMING
10/10 https://t.co/frGWV7IP6J",10.0,10.0,,,https://pbs.twimg.com/media/CZmdSD8UcAAnY5R.jpg,Saint_Bernard,0.342571,2800,976,8855832,17,Twitter for iPhone,Original tweet,https://t.co/frGWV7IP6J
56,692017291282812928,2016-01-26 16:12:33+00:00,This is Kingsley Wellensworth III. He owns 7 range rovers. Has a cardigan collection. Would rather be sailing. 9/10 https://t.co/BE4ahQ0IO2,9.0,10.0,Kingsley,,https://pbs.twimg.com/media/CZqKDZTVIAEvtbc.jpg,Tibetan_terrier,0.247565,2841,935,8855832,17,Twitter for iPhone,Original tweet,https://t.co/BE4ahQ0IO2
57,692142790915014657,2016-01-27 00:31:15+00:00,These are some pictures of Teddy that further justify his 13/10 rating. Please enjoy https://t.co/tDkJAnQsbQ,13.0,10.0,,,https://pbs.twimg.com/media/CZr8LvyXEAABJ9k.jpg,toy_poodle,0.670068,1620,385,8855832,17,Twitter for iPhone,Original tweet,https://t.co/tDkJAnQsbQ
58,692158366030913536,2016-01-27 01:33:08+00:00,This is Edgar. He's a Sassafras Puggleflash. Nothing satisfies him. Not since the war. 10/10 cheer up pup https://t.co/1NgMb9BTWB,10.0,10.0,Edgar,,https://pbs.twimg.com/media/CZsKVxfWQAAXy2u.jpg,pug,0.956565,2115,775,8855832,17,Twitter for iPhone,Original tweet,https://t.co/1NgMb9BTWB
59,692187005137076224,2016-01-27 03:26:56+00:00,This is a rare Arctic Wubberfloof. Unamused by the happenings. No longer has the appetites. 12/10 would totally hug https://t.co/krvbacIX0N,12.0,10.0,,,https://pbs.twimg.com/media/CZskaEIWIAUeTr5.jpg,Siberian_husky,0.810592,2493,798,8855832,17,Twitter for iPhone,Original tweet,https://t.co/krvbacIX0N
60,692530551048294401,2016-01-28 02:12:04+00:00,Say hello to Cody. He's been to like 80 countries and is way more cultured than you. He wanted me to say that. 10/10 https://t.co/Iv3flDTpXu,10.0,10.0,Cody,,https://pbs.twimg.com/media/CZxc3G7WEAAM4Mv.jpg,Siberian_husky,0.486428,1803,405,8855832,17,Twitter for iPhone,Original tweet,https://t.co/Iv3flDTpXu
61,692535307825213440,2016-01-28 02:30:58+00:00,This is Amber. She's a Fetty Woof. 10/10 would pet in a heartbeat https://t.co/Dt360V2MYI,10.0,10.0,Amber,,https://pbs.twimg.com/media/CZxhL2yWAAI_DHn.jpg,pug,0.41309,3105,1330,8855832,17,Twitter for iPhone,Original tweet,https://t.co/Dt360V2MYI
62,692568918515392513,2016-01-28 04:44:32+00:00,This is Chester. He's been guarding this pumpkin since October. Dedicated af. Hat is nifty as hell. 12/10 would snug https://t.co/CFMjsn3P6B,12.0,10.0,Chester,,https://pbs.twimg.com/media/CZx_wV2UMAArgsJ.jpg,golden_retriever,0.636845,4282,1501,8855832,17,Twitter for iPhone,Original tweet,https://t.co/CFMjsn3P6B
63,692894228850999298,2016-01-29 02:17:12+00:00,Meet Tupawc. He's actually a Christian rapper. Doesn't even understand the concept of dollar signs. 10/10 great guy https://t.co/mCqgtqLDCW,10.0,10.0,Tupawc,,https://pbs.twimg.com/media/CZ2nn7BUsAI2Pj3.jpg,German_short-haired_pointer,0.876977,2223,781,8855832,17,Twitter for iPhone,Original tweet,https://t.co/mCqgtqLDCW
64,690690673629138944,2016-01-23 00:21:03+00:00,This is Cedrick. He's a spookster. Did me a discomfort. 10/10 would pet with a purpose https://t.co/yS7T4gxKod,10.0,10.0,Cedrick,,https://pbs.twimg.com/media/CZXTgKkWwAA5UZJ.jpg,Maltese_dog,0.08962460000000001,2290,804,8855832,17,Twitter for iPhone,Original tweet,https://t.co/yS7T4gxKod
65,690649993829576704,2016-01-22 21:39:24+00:00,This is Hazel. She's a gymnast. Training hard for Rio. 11/10 focused af https://t.co/CneG2ZbxHP,11.0,10.0,Hazel,,https://pbs.twimg.com/media/CZWugJsWYAIzVzJ.jpg,Mexican_hairless,0.0981708,1281,270,8855832,17,Twitter for iPhone,Original tweet,https://t.co/CneG2ZbxHP
66,690597161306841088,2016-01-22 18:09:28+00:00,This is Lolo. She's America af. Behind in science &amp; math but can say whatever she wants on Twitter. 11/10 ...Merica https://t.co/Nwi3SYe8KA,11.0,10.0,Lolo,,https://pbs.twimg.com/media/CZV-c9NVIAEWtiU.jpg,Lhasa,0.0974997,1923,587,8855832,17,Twitter for iPhone,Original tweet,https://t.co/Nwi3SYe8KA
67,688547210804498433,2016-01-17 02:23:42+00:00,This is Frönq. He got caught stealing a waffle. Damn it Frönq. 9/10 https://t.co/7ycWCUrjmZ,9.0,10.0,Frönq,,https://pbs.twimg.com/media/CY42CFWW8AACOwt.jpg,papillon,0.531279,2552,682,8855832,17,Twitter for iPhone,Original tweet,https://t.co/7ycWCUrjmZ
68,688789766343622656,2016-01-17 18:27:32+00:00,Meet Pubert. He's a Kerplunk Rumplestilt. Cannot comprehend flower. Flawless tongue. 8/10 would pat head approvingly https://t.co/2TWxg0rgyG,8.0,10.0,Pubert,,https://pbs.twimg.com/media/CY8SocAWsAARuyh.jpg,American_Staffordshire_terrier,0.5996600000000001,2181,650,8855832,17,Twitter for iPhone,Original tweet,https://t.co/2TWxg0rgyG
69,688804835492233216,2016-01-17 19:27:24+00:00,When you stumble but recover quickly cause your crush is watching. 12/10 https://t.co/PMeq6IedU7,12.0,10.0,,,https://pbs.twimg.com/media/CY8gWFRWUAAm1XL.jpg,malinois,0.199512,950,190,8855832,17,Twitter for iPhone,Original tweet,https://t.co/PMeq6IedU7
70,688828561667567616,2016-01-17 21:01:41+00:00,Say hello to Brad. His car probably has a spoiler. Tan year round. Likes your insta pic but doesn't text back. 9/10 https://t.co/dfCCK3tWfr,9.0,10.0,Brad,,https://pbs.twimg.com/media/CY816snW8AYltrQ.jpg,Cardigan,0.6142310000000001,1359,364,8855832,17,Twitter for iPhone,Original tweet,https://t.co/dfCCK3tWfr
71,688898160958271489,2016-01-18 01:38:15+00:00,When you have a ton of work to do but then remember you have tomorrow off. 10/10 https://t.co/MfEaMUFYTx,10.0,10.0,,,https://pbs.twimg.com/media/CY91OENWUAE5agj.jpg,Ibizan_hound,0.8531700000000001,2059,766,8855832,17,Twitter for iPhone,Original tweet,https://t.co/MfEaMUFYTx
72,689154315265683456,2016-01-18 18:36:07+00:00,We normally don't rate birds but I feel bad cos this one forgot to fly south for the winter. 9/10 just wants a bath https://t.co/o47yitCn9N,9.0,10.0,,,https://pbs.twimg.com/media/CZBeMMVUwAEdVqI.jpg,cocker_spaniel,0.816044,3027,977,8855832,17,Twitter for iPhone,Original tweet,https://t.co/o47yitCn9N
73,689275259254616065,2016-01-19 02:36:42+00:00,Meet Lucky. He was showing his friends an extreme pogo stick trick when he completely lost control. 10/10 still rad https://t.co/K55XrIoePl,10.0,10.0,Lucky,,https://pbs.twimg.com/media/CZDMMY0WEAAQYjQ.jpg,American_Staffordshire_terrier,0.215161,1127,241,8855832,17,Twitter for iPhone,Original tweet,https://t.co/K55XrIoePl
